text,class
'Nilüfer geçtiğimiz günlerde kızı Ayşe Nazlının yanına gitmişti. Kızıyla olan fotoğrafını Instagram hesabından paylaşan sanatçı \"Şükür kavuşturana\" notunu düştü. Ünlü şarkıcı Nilüfer 1999 yılında evlat edindiği Ayşe Nazlıya gözü gibi bakıyor.Nilüfer kızının hasraetine daha fazla dayanamayıp Adana konseri sonrası Londrada eğitim gören kızı Ayşe Nazlının yanına gitti. Eylül ayında Ayşe Nazlıyı Londraya yolcu eden Nilüfer “Anne- kız Londrada hasret gidereceğiz�? demişti.Sarmaş dolaşKızı Ayşe Nazlı ile sarmaş dolaş bir fotoğraf paylaşan Nilüfer \"Şükür kavuşturana\" notuyla Instagram hesabından yayınladı. Anne kızın mutlu halleri fotoğraf karesine böyle yansıdı. ',Magazin
'Gripin grubu önceki akşam Üsküdar Bağlarbaşı Kongre ve Kültür Merkezi’nde konser verdi. 1500 kişinin izlediği konserde grup “Yalnızlığın Çaresini Bulmuşlar�? “Durma Yağmur Durma�? gibi sevilen şarkılarını seslendirdi.Konser bitiminde Üsküdar Belediye Başkanı Hilmi Türkmen sahneye çıkıp grubun solisti Birol Namoğlu’na kitre bebekler hediye etti. ',Magazin
'Takıntılı hayranı nedeniyle sıkıntılı günler yaşayan şarkıcı İrem Derici ailesinin yanına taşınma kararı aldı. Harbiye’deki evine girmeye çalışan takıntılı hayranı nedeniyle sıkıntılı günler yaşayan İrem Derici taşındı.Bir depo kiralayıp evindeki eşyalarını oraya taşıtan ünlü şarkıcı kıyafetlerini alarak ailesinin yanına yerleşti. ',Magazin
'Reyting sonuçları 23 Kasım Cumartesi günü ekrana gelen yapımların ardından televizyon izleyicileri ve medya gündemini takip edenler tarafından merakla araştırılıyor. Geçtiğimiz gün ekrana gelen yapımlar arasında yerli sinema filmleri yarışma programları ve diziler ilk onluk listede yerlerini aldı. Peki hangi yapım reytinglerde kaçıncı oldu? İşte 23 Kasım reyting sonuçları… AB ve total reyting sıralaması 23 Kasım reyting sonuçlarının açıklanmasının ardından belli oldu. Peki hangi yapım reyting sıralamasında kaçıncı oldu? İşte 23 Kasım reyting sonuçları ve AB ve total reyting sıralaması…AB REYTİNG SIRALAMASI1 O SES TURKIYE TV82 GULBIN TOSUN ILE FOX ANA HABER HAFTA SONU FOX3 KUZEY YILDIZI ILK ASK SHOW TV4 KUZEY YILDIZI ILK ASK (OZET) SHOW TV5 O SES TURKIYE OZET TV86 SHOW ANA HABER SHOW TV7 KALK GIDELIM TRT 18 KIM MILYONER OLMAK ISTER ATV9 DELIHA (T.S) KANAL D10 BENIM TATLI YALANIM STAR TV TOTAL REYTİNG SIRALAMASI1 KUZEY YILDIZI ILK ASK SHOW TV2 KUZEY YILDIZI ILK ASK (OZET) SHOW TV3 GULBIN TOSUN ILE FOX ANA HABER HAFTA SONU FOX4 SHOW ANA HABER SHOW TV5 O SES TURKIYE TV86 KIM MILYONER OLMAK ISTER ATV7 KIM MILYONER OLMAK ISTER (TKR) ATV8 DELIHA (T.S) KANAL D9 HABER ONU SHOW TV10 O SES TURKIYE OZET TV8 ',Magazin
'Murat Dalkılıç Etiler’de sevgilisi Hande Erçel’in aracını kullanırken görüntülendi. Şarkıcı “Bu aralar size Hande var diye bu araçla fake atıyorum. O var diye bekliyorsunuz ama bir bakıyorsunuz ben çıkıyorum�? diyerek şaşırttı. ',Magazin
'Nevra Serezli 11 yıl sonra Tiyatrokare’nin ‘Ağaçlar Ayakta Ölür’ oyunuyla tiyatroya dönüyor. Nevra Serezli 11 yıl sonra Tiyatrokare’nin ‘Ağaçlar Ayakta Ölür’ oyunuyla tiyatroya dönüyor. 3 Ocak’tan itibaren sahnelenecek iyilik ve sevgi kavramında yoğunlaşan projede oyuncu yüreği torun özlemiyle dolu büyükanneye hayat verecek. Serezli’ye Erhan Yazıcıoğlu Arif Güney Burcu Kazbek ve Oral Özer eşlik edecek. ',Magazin
'Son günlerde Alev Alev adlı coverı ile adından sıkça söz ettiren şarkıcı Ebru Yaşar önceki gün İstinyeParkda objektiflere takıldı. Öğle saatlerinde alışveriş merkezine gelen ve Markalar Sokağında görüntülenen Yaşarın spor giyimi ve doğal hali gözlerden kaçmadı. Telefon ile konuşarak alışveriş turuna devam eden güzel sanatçı kendisini görüntüleyen muhabirlere iyi çalışmalar demek ile yetindi.Turuna alışveriş merkezinin içerisinde devam eden Ebru Yaşar akşam saatlerine kadar alışveriş yaptıktan sonra özel aracı ile ayrıldı. ',Magazin
'Bestemsu Özdemir ticarete atılma kararı aldığını söyledi. Bestemsu Özdemir ticarete atılma kararı aldığını söyledi.Şu sıralar netleşen bir dizi projesi olmadığını belirten oyuncu “İşletmecilik yapmak istiyorum. Nişantaşı’nda bir restoran açarak gıda sektörüne giriyoruz. Şu anda dükkanımız tadilatta. Ortağım Selin Şuhacı’yla güzel bir işe imza atacağız�? dedi. ',Magazin
'Sevgilisi Alina Boz ile görüntülenen Mithatcan Özer evlilikle ilgili sorulara böyle yanıt verdi. Alina Boz ve sevgilisi Mithatcan Özer Kanyon’da görüntülendi.‘Ateşe Koşan Kadınlar’ adlı belgeselin izlemesine katılan çift mekandan ayrı ayrı çıkmayı tercih etti. Özer haklarında çıkan evlilik haberlerini “Benim böyle konularla alakam yok�? sözleriyle yalanladı. ',Magazin
'Cem Yılmaz İstanbul trafiğini yeni aldığı elektrikli bisikletle çözdü. Cem Yılmaz İstanbul trafiğini yeni aldığı elektrikli bisikletle çözdü. Evinin ve ofisinin bulunduğu Levent’te görüntülenen komedyenin keyifli hali gözden kaçmadı.Defne Samyeli’yle ayrılığının ardından ‘Karakomik Filmler’ serisinde gişede istediği başarıyı elde edemediği eleştirileri hatırlatılan Yılmaz soru bombardımanını “Türkçeniz çok güzel�? diyerek geçiştirdi. ',Magazin
'2013 yılında 6 aylık aşklarını evlilikle taçlandıran Derin Mermerci ve Cem Aydının boşanacakları haberi dün magazin gündemine bomba gibi düşmüştü. Bugün de boşanmanın sebebinin yasak aşk olduğu iddia edildi. Sabahtan Bülent Cankurtun haberine göre; sosyete kulislerinde ikilinin yasak aşk iddiası yüzünden ayrıldığı konuşuluyor. İddialara göre; ikili Derin Mermercinin yaşadığı yasak aşk nedeniyle boşanıyor. Sosyetik güzelin uğruna evliliğini bitirdiği kişi ise Şişli Marriot Otelin veliahdı Murat Aslan...',Magazin
'Eylem İpek Şafak Benden Duymuş Olmayın köşesinde bu hafta Özcan Denizin yeni projesi ile ilgili detaylar paylaştı. En son ‘İstanbullu Gelin’ dizisinde rol alan Özcan Deniz yeni bir dizi için kolları sıvadı. Bu sefer senaristliğini ve yapımcılığını da üstlendiği proje için Deniz oyuncu arayışına girmiş.Bölüm başı 30 bin ile 80 bin TL arasını fazla bulan Özcan Deniz tanınmamış oyuncu seçme kararı almış.Sektördeki fiyatları yüksek bulan Deniz ‘İstanbullu Gelin’ dizisinden bölüm başına 200 bin TL alıyordu. ',Magazin
'MasterChefe geçtiğimiz hafta veda eden Suna Aydın eleme sonrası sosyal medya hesabından ilk kez açıklama yaptı. Aydın gönderisini \"Hepinizin çok üzüldüğünü biliyorum ama ben yemek yapmaktan vazgeçmeyeceğim ve sizlerden de\" notuyla paylaştı. MasterChefe geçtiğimiz hafta veda eden Suna Aydın eleme sonrası sosyal medya hesabından ilk kez açıklama yaptı. Aydın gönderisini \"Hepinizin çok üzüldüğünü biliyorum ama ben yemek yapmaktan vazgeçmeyeceğim ve sizlerden de\" notuyla paylaştı. Tv8 ekranlarında yayınlanan MasterChefde geçtiğimiz akşam heyecan dolu bir bölümle ekranlara geldi.',Magazin
'Bozcaadadaki evini yenileyen ünlü komedyen Ata Demirer şu sıralar İstanbul’daki evinde kalıyor. Ata Demirer zamanının büyük kısmını geçirdiği Bozcaada’daki evini yeniliyor.Evde gerekli tamiratlar için 30 bin lira harcayan ünlü komedyen şu sıralar İstanbul’daki evinde kalıyor. ',Magazin
'Basketbolcu Caner Erdeniz’le geçtiğimiz haziran ayında Barselona’da evlenen Müge Boz anne oldu. Bebeğinin cinsiyetini doğumda öğreneceğiz diyen Müge Boz bir kız bebek dünyaya getirdi. Beşiktaş’ta özel bir hastanede doğum yapan oyuncu ve kızının sağlık durumlarının iyi olduğu öğrenildi. Çift 53 cm. ve 3 kilo 500 gr. dünyaya gelen kızlarına Vina adını verdi. Müge Boz daha önce yaptığı açıklamada bebeğinin cinsiyetini öğrenmediklerini ve doğumda öğreneceklerini açıklamıştı. İşte Müge Bozun daha önce Kanal D ekranlarında yayınlanan 2.Sayfa programına konuk olduğunda bebeğinin cinsiyetiyle ilgili yaptığı o açıklama; Bebeğin cinsiyetini öğrenme süreci benim çok hoşuma gitti. Çünkü artık bir şeyi bekleme heyecanını yaşayamaz olduk. Her şeye kolay erişiyoruz ben de bu yüzden bebeğin cinsiyetini öğrenmedim. Beklemek daha güzel heyecan verici doktorumuz bebeğin cinsiyetini yazdı ve bir zarfa koydu. Biz o zarfı hep yanımızda taşıyoruz ama açmıyoruz. Öğrenmek istemedik ikimiz de bu durum hoşumuza gidiyor. Açıkçası son zamanlarda çok tatlı yiyorum eğer tatlı yiyen erkek çocuk doğruyorsa belki bebeğin cinsiyeti erkektir ama inanın bilmiyoruz cinsiyetini öğrenmedik. Hediye alanlar da ısrar ediyor ‘kız mı erkek mi? hediye alacağız ne alacağımızı bilmiyoruz’ diyorlar. Bebeğimizin cinsiyetini doğru tahmin edene ödül vereceğiz. Evet cinsiyet belli değil ama ismi belli onu da şimdi söylemeyeceğim. ',Magazin
'Geçtiğimiz haftalarda anne olan Tülin Şahin kızı Siena için kesenin ağzını açtı. Nisan ayında Portekizli Pedro de Noronha ile nikah masasına oturan Tülin Şahin 6 Kasımda kızı Siena Leylayı kucağına almıştı. Tülin Şahin kısa süre önce dünyaya getirdiği kızı Siena Leyla’nın odası ve kıyafetleri için 40 bin TL harcadı.',Magazin
'Ebru Gündeşin yıllardır basından uzak tuttuğu kızı Alara 5 yıl sonra Bebekte görüntülendi. (Umut Ünver / Milliyet) Ebru Gündeş’in kızı Alara beş yıl sonra Bebek’te görüntülendi. Haftanın üç günü İngilizce dersi alan minik Alara’nın annesine benzerliği dikkat çekti. Ebru Gündeş’in yıllardır basından uzak tuttuğu ve görüntü vermekten çekindiği kızı Alara önceki gün Bebek’te objektiflere takıldı.',Magazin
'Kocaelinin İzmit ilçesinde Öğretmenler Günü etkinlikleri kapsamında Mazhar Alanson konser verdi. Alansonun şarkılarına öğretmenler eşlik etti. Kocaeli Büyükşehir Belediyesi Öğretmenler Günü kapsamında etkinlik düzenledi. Kocaeli Kongre Merkezi’nde gerçekleşen etkinlikte Mazhar Alanson konser verdi. Mazhar Alanson sevilen şarkılarını öğretmenler için söyledi. Hep bir ağızdan şarkılara eşlik eden öğretmenler bu özel günün tadını çıkarırken bazı kişiler ise cep telefonu kameralarıyla bu anları ölümsüzleştirdi. ',Magazin
'Oyuncu Doğa Rutkay Kamal ikizleri Rutkay Kerim ve Piraye ile çekilmiş bu karesini sosyal medya hesabından paylaştı. Oyuncu Doğa Rutkay 2014 yılında Kerimcan Kamal ile evlenmiş geçtiğimiz temmuz ayında da ikiz bebekleri Rutkay Kerim ve Piraye’yi dünyaya getirmişti. Rutkay bu kez kızı oğlu ve köpeği ile bu eğlenceli karesini sosyal medyadan yayınladı. ',Magazin
'Şarkıcı Merve Özbey sosyal medya hesabından yaptığı paylaşımla takipçilerini geçmişe götürdü. Merve Özbey sosyal medya hesabından çocukluk fotoğrafını paylaştı. Özbey o poza \"Geri gidebiliyor muyuz?\" notunu düştü. ',Magazin
'Reyting sonuçları 26 Kasım Çarşamba günü ekrana gelen yapımlar arasında en çok araştırılanlar arasında yer alıyor. Medya gündemini takip edenler ve özellikle dizi izleyicileri hangi yapımın reytinglerde kaçıncı olduğunu merak ediyor. İşte AB ve total kategoride reyting sıralaması… AB ve total reyting sıralaması 26 Kasım günü ekrana gelen yapımların ardından belli oldu. Medya gündemiyle ilgili detayları yakından takip edenler hangi yapımın AB ve total sıralamada kaçıncı olduğunu merak ediyor. İşte 26 Kasım reyting sıralaması…AB REYTİNG SIRALAMASI1 KURULUS OSMAN ATV2 FATIH PORTAKAL ILE FOX ANA HABER FOX3 KURULUS OSMAN (OZET) ATV4 MASTERCHEF TURKIYE TV85 BENIM ADIM MELEK TRT 16 AFILI ASK KANAL D7 MASTERCHEF TURKIYE OZET TV88 MUGE ANLI ILE TATLI SERT ATV9 KURSUN FOX10 ZUHAL TOPALLA SOFRADA FOX TOTAL REYTİNG SIRALAMASI1 KURULUS OSMAN ATV2 KURULUS OSMAN (OZET) ATV3 FATIH PORTAKAL ILE FOX ANA HABER FOX4 MASTERCHEF TURKIYE TV85 ESRA EROLDA ATV6 BENIM ADIM MELEK TRT 17 MUGE ANLI ILE TATLI SERT ATV8 SHOW ANA HABER SHOW TV9 AFILI ASK KANAL D10 KIS SEHIRLERI ATV ',Magazin
'Emre Aşık boşanma aşamasındaki eşi hakkında suç duyurusunda bulundu. Yağmur Aşık’ın lüks yaşantısına dikkat çeken eski milli futbolcunun avukatı “Bursa’daki annesine helikopterle gitti�? dedi Eski milli futbolcu Emre Aşık boşanma aşamasındaki Yağmur Aşık ile eski muhasebecisi Meryem A. ve iki kişi hakkında savcılığa suç duyurusunda bulundu. Sabahta yer alan habere göre; Avukatı Funda Sadıkahmet Alp futbolcunun imzasının taklit edildiğini ve sömürüldüğünü belirterek \"Muhasebeci 3 lüks ev alarak lüks yaşam sürmüş Yağmur Aşık da Bursadaki annesinin yanına bile helikopter kiralayarak gitmiştir\" dedi.Haklarında dolandırıcılık mala zarar verme hırsızlık verileri hukuka aykırı ele geçirme ve hizmet nedeniyle güveni kötüye kullanma suçlarından dava açılması istendi.',Magazin
'Morarmış gözü kemiği yamulan burnu ve alnındaki kocaman şişlik hayranlarını korkuttu. Ünlü oyuncu Susan Sarandon görünmez kaza kurbanı oldu. Thelma ve Louis başta olmak üzere rol aldığı birçok filmle hafızalara kazınan Sarandon Instagram sayfasında paylaştığı fotoğrafla hayranlarını telaşlandırdı.',Magazin
'Kuruluş Osman için geri sayım başladı. Diziyi izlemek isteyenler özellikle Diriliş Ertuğrul izleyicileri “Kuruluş Osman bugün mü?�? ve “Kuruluş Osman ne zaman saat kaçta başlıyor?�? sorularının cevabını araştırıyor. İşte Burak Özçivit’in başrolünde yer aldığı Kuruluş Osman 1. bölümle (ilk bölüm) ilgili merak edilen detaylar… Kuruluş Osman 1. bölümü kaçırmamak ve yayınlandığı anda televizyon izlemek isteyenler “Kuruluş Osman bugün mü?�? ve Kuruluş Osman saat kaçta ne zaman başlıyor?�? sorularının cevabını araştırıyor. Özellikle Diriliş Ertuğrul izleyicileri Diriliş serisinin devamı olarak kabul edilen Kuruluş Osman’ın ne zaman ve saat kaçta? İşte merak edilen detaylar…KURULUŞ OSMAN BİRİNCİ BÖLÜM ÖZETİAğabeyinin yokluğunda Kayı Obasını idare eden Dündar Bey otağ ahalisi ve beylerle birlikte Kulucahisar Tekfuru Yorgopolosu ziyarete gider. Maksadı Ertuğrul Beyin kurduğu ilişkiler çerçevesince bir ticaret ve güvenlik anlaşması yapmaktır. Ancak Kayıları burada bekleyen tek şey Yorgopolosun dostluğu değildir. Tekfurun Türklerle kurduğu yakın ilişkiden rahatsız olan ezoterik bir yapılanma kanlı bir operasyon için düğmeye basar. Amcası Dündar Beyin yanında kaleye giden Osman göstermiş olduğu kahramanlık ile bütün planları bozar. Yaşananlar Kayının gözü kara yiğidi Osman için gizli bağlantılarla dolu tehlikeli bir maceranın başlangıcıdır. KURULUŞ OSMAN SAAT KAÇTA NE ZAMAN?Kuruluş Osman bugün yani 20 Kasım Çarşamba günü saat 20.00’de ATV’den izlenebilecek. ',Magazin
'Şarkıcı Aleyna Tilki sosyal medya hesabından yaptığı paylaşımlarla adından sıkça söz ettirmeye devam ediyor. Tilki geçtiğimiz günlerde Twitter hesabından yaptığı \"Nasıl bu kadar özel bir güzelliğim var ya? Bazen çok şaşırıyorum. Çok fotoğraf paylaşmıyorum. Kendime kıyamıyorum ya\" açıklamasıyla şaşırtmıştı Genç şarkıcı bu kez bir hayranından gelen resmi takipçileriyle paylaştı. \"İyi ki beni sevdiniz\" diyen Tilki şu ifadeleri kullandı:',Magazin
'Gelinim Mutfakta puan durumu açıklandı 21 Kasım Perşembe gün birincisi kim oldu? Gelinim Muftakfa kim elendi haftanın birincisi kim oldu? İşte elenen isim... ',Magazin
'Son günlerde verdiği kilolar ve fit vücuduyla dikkat çeken Hadise bir ayda 6 kilo verdi. Özel diyetisyen ve spor koçuyla form tutan şarkıcı tüm bunlar için 30 bin TL harcadı. Geçen yıllarda kilo alıp zayıflamak isteyen Hadise Açıkgöz Şeyda Coşkunla çalışmıştı. Ancak hızlı kilo verdiği için vücudu sarkan şarkıcı hüsrana uğramış hatta davalık olmuştu.',Magazin
'Kuruluş Osman karosunda yer alan oyuncular merakla araştırılıyor. Bu oyunculardan biri de Kuruluş Osman’daki Zöhre karakterine can veren Ayşegül Günay Demir… Peki Kuruluş Osman’ın Zöhre’si Ayşegül Günay Demir kimdir? İşte merak edilen detaylar… Kuruluş Osman Zöhre tıpkı dizinin diğer oyuncuları gibi en çok araştırılanlar arasında ilk sıralarda yer alıyor. Peki Kuruluş Osman’daki Zöhre karakterini canlandıran Ayşegül Günay Demir kimdir?İşte Kuruluş Osman’daki Zöhre ile ilgili merak edilen detaylar…KURULUŞ OSMAN ZÖHRE KİMDİR?Kuruluş Osman’daki Zöhre yani Ayşegül Günay 9 Kasım 1969 tarihinde Eskişehirde dünyaya geldi. Anadolu Üniversitesi Devlet Konservatuvarı Tiyatro Bölümünden mezun olan. Ayşegül Günay bugüne kadar birçok sinema filminde ve televizyon dizilerinde rol aldı. ',Magazin
'Kuruluş Osman oyuncuları ilk bölümle birlikte en çok araştırılanlar arasında ilk sıralarda yer alıyor. Araştırılan isimler arasında ise Sofiia (Sofya) karakterini canlandıran Alma Terziç yer alıyor. Peki Kuruluş Osman’da Sofya karakterine hayat veren Alma Terziç kimdir? İşte Kuruluş Osman’daki Sofia ile ilgili merak edilen detaylar… Kuruluş Osman dizisinde Sofia karakterine can veren Alma Terziç fragmanlarda ekrana gelen performansıyla şimdiden izleyicilerin beğenisini kazanmışa benziyor. Peki Kuruluş Osman’daki Sofia (Softya) kimdir? İşte merak edilen detaylar…KURULUŞ OSMAN’DAKİ SOFİA KİMDİR?Kuruluş Osman’ın Sofia’sı Alma Terziç 11 Temmuz 1987 tarihinde Yugoslavyada dünyaya geldi. 2012 yılında müziklerini Zülfü Livanelinin yaptığı \"Veda\" dizisinde Eirene karakterini canlandırdı bu dizide Mehmet Aslantuğ ve Fahriye Evcen ile birlikte rol aldı. 2013 yılında \"Öyle Sevdim ki Seni\" sinema filminde oynadı.2014 yılında \"Şeref Meselesi\" adlı dizide Kerem Bursin Şükrü Özyıldız ve Yasemin Allen ile beraber oynadı. Alma Terziç  tarihi dizi Kuruluş Osmanda Sofia (Sofya) karakterine hayat verecek. ',Magazin
'MasterChef programını hiç kaçırmadan takip eden Demet Akalın zaman zaman ekran başında yaptığı yorumlarla yarışmadaki tartışmalara dahil oluyor. Tv8 ekranlarının sevilen yarışma programı MasterChef dün akşam 50. bölümüyle ekranlara geldi. Dün akşamki bölümde eleme adayları belirlendi. İşte bu anlarda oyunu kaybeden mavi takımın yarışmacıları Kıvanç Ermiş ve Yasin Obuz arasında tartışma yaşandı.',Magazin
'Borusan Otomotiv’in Türkiye distribütörü olduğu BMW Group en yeni modellerinin dünya tanıtımlarını 2019 Los Angeles Otomobil Fuarı’nda gerçekleştiriyor.BMW başta Türkiye olmak üzere pek çok ülkede önemli satış rakamlarına ulaşması beklenen BMW 2 Serisi Gran Coupé BMW M2 CS ve BMW M8 Gran Coupé dünyaya Los Angeles’tan tanıtırken MINI de ilk global elektrikli modeli MINI Electric’i Amerikan pazarıyla ilk kez buluşturuyor. Ayrıca BMW X5 M BMW X5 M Competition BMW X6 M ve BMW X6 M Competition modelleri de ilk kez fuarda otomobil tutkunlarının karşısına çıkıyor. ',Otomobil
'Subaru VIZIV-7 Concept Los Angeles Otomobil Fuarı’nda tanıtıldı haber metninin boyutu 2 0 Sıfır faizle Fiat EgeaSubaru 2018 yılının ilk çeyreğinde yollarla buluşacak 7 kişilik büyük boy SUV’sine dair ipuçlarını Los Angeles otomobil Fuarı’nda tanıtılan Viziv-7 Concept ile gösterdi. ABD pazarında satılacak olan 5.2 metre uzunluğundaki araç seri üretime alındığında gelmiş geçmiş en büyük Subaru modeli olacak.Subaru’nun geleceğe dair fikirlerini sergilediği konsept araçlar serisi VIZIV’in son örneğini Los Angeles Otomobil Fuarı’nda VIZIV-7 Concept adıyla gözler önüne serdi. Hayattan zevk almayı seven ve huzurlu bir yaşamı hedefleyenlere hitap edecek olan Subaru’nun bir sonraki 7 kişilik büyük boy SUV’sinden fikirler taşıyan VIZIV-7 Concept markanın tüm ana unsurlarını taşıyor.2017nin Business otomobili seçildi Subaru’nun marka değerlerinin çekirdeğini oluşturan üstün güvenlik dayanıklılık denge ve arazi kabiliyeti geleceğin büyük SUV’sinde bir adım ileriye taşınacak. VIZIV-7 Concept seri üretime alındığında yaklaşık 5.2 metrelik uzunluğuyla gelmiş geçmiş en büyük Subaru modeli olacak. Yaklaşık 2 metre genişliğindeki VIZIV-7 Concept 1.8 metre yüksekliğinde. Aracın dingil mesafesi ise 2.9 metrenin üzerinde. Los Angeles Otomobil Fuarı’nda ilk olarak gösterilen aracın lastik ölçüleriyse 265/55 R21.3 sıra oturma düzenine sahip bir Subaru modelinin özellikle geniş aileler tarafından tercih edilmesi bekleniyor. Subaru’nun dinamik ve sağlam tasarım felsefesine uygun detaylar barındıran VIZIV-7 Concept 2018’in ilk çeyreğinde Kuzey Amerika pazarında lanse edilecek ',Otomobil
'BMW 3 Serisi’nin yedinci nesli satışa sunuldu. Yeni görünüm ve teknolojik özelliklere sahip olan yeni 3 serisi yine sınıfının en çok tercih edilen modeli olmayı hedefliyor. BMW 3 Serisi’nin 7’nci neslini temsil eden G20 gövde kodlu modeli önemli ölçüde geliştirilen sportif becerileri ve yenilenen tasarım dilinin yanı sıra ileri sürücü destek ve bilgi-eğlence teknolojileriyle öne çıkacak. İzmir’deki lansmanda konuşan Borusan Otomotiv İcra Kurulu Başkanı Hakan Tiftik “Yeni BMW 3 Serisi tasarımı ve sahip olduğu teknolojik özellikler ile BMW’nin gelmiş olduğu son noktayı temsil eden en önemli model olarak dikkat çekiyor�? dedi.Satılan 4 BMW’den biri “3�?serisiTüm dünyada BMW satışlarının yüzde 25’ini BMW 3 Serisi’nin oluşturduğunu belirten Tiftik “BMW 3 Serisi ülkemizde de yine büyük bir ilgiyle karşılanıyor. Çok kısa bir sürede yüksek bir talep gördü. Bu yıl Temmuz ayından bu yana 750 adetlik satış gerçekleştirdik. Yılsonuna kadar toplamda 2 bin adet yeni BMW 3 Serisi satışı gerçekleştirmeyi hedefliyoruz�? diye konuştu.Yeni 1 serisi de geliyorTiftik bu yıl sonuna kadar Türkiye’de BMW satışlarının 8 bin 500 adetleri bulmasını hedeflediklerini vurguladı. Yeni 1 serisinin de 211 bin TL’den başlayan fiyatlarla ekimde satışa çıkacağını müjdeleyen Tiftik 3 serisinin fiyatının 337.9 bin TL’den başladığını bildirdi. Yeni 1 serisinde 1600 yeni 3 serisinden ise yıl sonuna kadar 2 bin adet satış hedeflenmekte. Tiftik yıl sonunda otomobil pazarının 330 binlere çıkabileceğini belirterek Premium satış oranının yüzde 9-10’lar seviyesinde olmasını öngördüklerini dile getirdi. Tiftik 2020’de otomobil satışlarının 400 bin adetin üzerinde olmasını tahmin ettiklerini de sözlerine ekledi.BMW’nin yeni tasarım dili BMW’nin yeni tasarım dilinin kullanıldığı modelde net çizgiler ve kıvrımlar otomobilin modern ve estetik görünmesini sağlayarak Yeni BMW 3 Serisi’nin sportif ve duygu dolu mevcudiyetini gözler önüne seriyor. Lansmana özel First Edition donanım paketleriyle tasarlanan Yeni BMW 3 Serisi Sport Line Luxury Line ve M Sport tasarım seçenekleriyle de kişiselleştirilebiliyor. Yeni BMW 3 Serisi aktif Böbrek Izgara kontrolü hava perdeleri ve neredeyse tamamen düzleşen tabanı ile rüzgar direncini (Cd) 0.26’dan 0.23’e indirdi. Tamamen LED farlar araçta standart olarak sunulurken 530 metre aydınlatma menziline sahip olan Adaptif BMW Laserlight Sistemi ise opsiyonel olarak tercih edilebiliyor. Ayrıca karartılmış LED stop lambaları da standart olarak sunuluyor.Aracın bagaj kapasitesi ise 480 litreye ulaştı.Şimdi daha da sportifYeni BMW 3 Serisi yeni süspansiyon teknolojisi rijitliği arttırılan gövdesi ve geliştirilen şasi geometrisi ile daha keskin bir sportif sürüş karakterine kavuştu. Yeni BMW 3 Serisi tekerleklerinin genişleyen iz açıklığı azalan ağırlığı aşağı çekilen ağırlık merkezi ve 50:50 oranındaki ön/arka ağırlık oranı ile segmentindeki en sportif sürüş hissini sunmaya devam ediyor. 1.6 litre hacminde ve 170 bg gücündeki motor 100 km’de 6 litrelik ortalama yakıt tüketimi ve 77 saniyelik 0-100 km/s hızlanması ile performans ile ekonomiyi bir arada sunuyor. Yeni BMW 3 Serisi’nde standart olarak sunulan 8 ileri otomatik şanzıman görev yapıyor.Standartlar arttıYeni BMW 3 Serisi’nde görev alan aktif güvenlik sistemleri de dikkat çekiyor. Fren Fonksiyonlu Kaza ve Yaya Algılama sistemi Şerit Takip Uyarı Sistemi Yeni BMW 3 Serisi’nde artık standart olarak sunuluyor. Opsiyonel olarak sunulan Profesyonel Sürüş Asistanı kapsamında Stop & Go özelliğine sahip Aktif Hız Sabitleme Sistemi Direksiyon ve Şerit Kontrol Asistanı Şerit Değişim Uyarı Sistemi Yan Çarpışma Koruması Çapraz Trafik Uyarısı sistemlerine sahip olunabiliyor. Ayrıca yeni nesil BMW Head-Up Display sistemi de opsiyonel olarak tercih edilebiliyor. ',Otomobil
'Bu yöntemlerle hem otomobilinizin ömrünü uzatabilir hem de yakıt tasarrufu sağlayabilirsiniz... Son dönemde tasarrufun kilit alanlarından biri de otomotiv sektörü oldu. Yükselen sıfır araç fiyatları nedeniyle ikinci ele yönelim artarken araçların ömrünü uzatmak yakıt maliyetlerini düşürmek ve yüksek servis bedellerinden uzak durmak da önem arz eder hale geldi.',Otomobil
